"No.","Time","Length","TX Rate","Delta Time"
"1915","12.655622","45","24.0","0.000503"
"1916","12.655720","45","24.0","0.000098"
"1917","12.656524","45","24.0","0.000804"
"1918","12.656621","39","24.0","0.000097"
"1919","12.656694","142","86.7","0.000073"
"1920","12.656767","57","24.0","0.000073"
"1921","12.656840","45","24.0","0.000073"
"1922","12.656963","39","24.0","0.000123"
"1923","12.657036","57","24.0","0.000073"
"1924","12.658979","45","24.0","0.001943"
"1925","12.659076","39","24.0","0.000097"
"1926","12.659149","162","144.4","0.000073"
"1927","12.659224","154","144.4","0.000075"
"1928","12.659297","57","24.0","0.000073"
"1929","12.662118","45","24.0","0.002821"
"1930","12.662196","39","24.0","0.000078"
"1931","12.662270","229","144.4","0.000074"
"1932","12.662344","57","24.0","0.000074"
"1933","12.693757","437","6.0","0.031413"
"1934","12.704356","823","6.0","0.010599"
"1935","12.733081","57","6.0","0.028725"
"1936","12.747046","286","1.0","0.013965"
"1937","12.749307","39","6.0","0.002261"
"1938","12.764652","169","6.0","0.015345"
"1939","12.776091","823","6.0","0.011439"
"1940","12.796343","45","24.0","0.020252"
"1941","12.796424","39","24.0","0.000081"
"1942","12.796497","57","24.0","0.000073"
"1943","12.798155","45","24.0","0.001658"
"1944","12.798253","39","24.0","0.000098"
"1945","12.798326","205","144.4","0.000073"
"1946","12.798401","57","24.0","0.000075"
"1947","12.840321","823","6.0","0.041920"
"1948","12.850545","286","1.0","0.010224"
"1949","12.875804","169","6.0","0.025259"
"1950","12.890486","53","24.0","0.014682"
"1951","12.890636","53","6.0","0.000150"
"1952","12.890709","39","6.0","0.000073"
"1953","12.904324","823","6.0","0.013615"
"1954","12.913331","53","24.0","0.009007"
"1955","12.913429","39","24.0","0.000098"
"1956","12.913502","45","24.0","0.000073"
"1957","12.913575","39","24.0","0.000073"
"1958","12.913647","57","24.0","0.000072"
"1959","12.913772","45","24.0","0.000125"
"1960","12.913844","39","24.0","0.000072"
"1961","12.913917","57","24.0","0.000073"
"1962","12.917241","45","24.0","0.003324"
"1963","12.917323","39","24.0","0.000082"
"1964","12.917397","154","144.4","0.000074"
"1965","12.917471","45","24.0","0.000074"
"1966","12.917596","39","24.0","0.000125"
"1967","12.917669","154","144.4","0.000073"
"1968","12.917742","57","24.0","0.000073"
"1969","12.922355","45","24.0","0.004613"
"1970","12.922453","39","24.0","0.000098"
"1971","12.922719","45","24.0","0.000266"
"1972","12.922794","39","24.0","0.000075"
"1973","12.922868","589","144.4","0.000074"
"1974","12.922941","57","24.0","0.000073"
"1975","12.933224","57","12.0","0.010283"
"1976","12.951716","286","1.0","0.018492"
"1977","12.952738","126","1.0","0.001022"
"1978","12.954024","123","1.0","0.001286"
"1979","12.968509","823","6.0","0.014485"
"1980","12.985305","169","6.0","0.016796"
"1981","13.000917","437","6.0","0.015612"
"1982","13.015409","45","24.0","0.014492"
"1983","13.015491","39","24.0","0.000082"
"1984","13.015564","57","24.0","0.000073"
"1985","13.019589","45","24.0","0.004025"
"1986","13.019686","39","24.0","0.000097"
"1987","13.019760","154","144.4","0.000074"
"1988","13.019834","57","24.0","0.000074"
"1989","13.020041","45","24.0","0.000207"
"1990","13.020144","39","24.0","0.000103"
"1991","13.020263","57","24.0","0.000119"
"1992","13.020652","45","24.0","0.000389"
"1993","13.020734","39","24.0","0.000082"
"1994","13.020807","57","24.0","0.000073"
"1995","13.024613","45","24.0","0.003806"
"1996","13.024694","39","24.0","0.000081"
"1997","13.024767","150","144.4","0.000073"
"1998","13.024842","154","144.4","0.000075"
"1999","13.024914","57","24.0","0.000072"
"2000","13.025040","45","24.0","0.000126"
"2001","13.025112","39","24.0","0.000072"
"2002","13.025185","213","144.4","0.000073"
"2003","13.025258","57","24.0","0.000073"
"2004","13.032468","823","6.0","0.007210"
"2005","13.048090","53","24.0","0.015622"
"2006","13.048172","39","24.0","0.000082"
"2007","13.048424","53","24.0","0.000252"
"2008","13.048504","39","24.0","0.000080"
"2009","13.049133","53","24.0","0.000629"
"2010","13.049231","39","24.0","0.000098"
"2011","13.049773","53","24.0","0.000542"
"2012","13.049871","39","24.0","0.000098"
"2013","13.054135","286","1.0","0.004264"
"2014","13.098183","169","6.0","0.044048"
"2015","13.103302","437","6.0","0.005119"
"2016","13.104479","823","6.0","0.001177"
"2017","13.114431","39","6.0","0.009952"
"2018","13.133993","57","6.0","0.019562"
"2019","13.156559","286","1.0","0.022566"
"2020","13.156665","45","24.0","0.000106"
"2021","13.156738","39","6.0","0.000073"
"2022","13.156811","154","144.4","0.000073"
"2023","13.156886","57","6.0","0.000075"
"2024","13.158929","45","24.0","0.002043"
"2025","13.159027","39","24.0","0.000098"
"2026","13.159099","205","144.4","0.000072"
"2027","13.159174","57","24.0","0.000075"
"2028","13.159298","53","24.0","0.000124"
"2029","13.159371","39","24.0","0.000073"
"2030","13.168113","823","6.0","0.008742"
"2031","13.180859","53","24.0","0.012746"
"2032","13.180957","53","6.0","0.000098"
"2033","13.181534","53","6.0","0.000577"
"2034","13.182502","53","1.0","0.000968"
"2035","13.183148","53","1.0","0.000646"
"2036","13.183914","53","1.0","0.000766"
"2037","13.184260","39","1.0","0.000346"
"2038","13.211909","169","6.0","0.027649"
"2039","13.232245","823","6.0","0.020336"
"2040","13.234927","53","1.0","0.002682"
"2041","13.235688","53","1.0","0.000761"
"2042","13.236473","53","1.0","0.000785"
"2043","13.236556","39","1.0","0.000083"
"2044","13.259013","286","1.0","0.022457"
"2045","13.260128","126","1.0","0.001115"
"2046","13.261087","53","1.0","0.000959"
"2047","13.261876","53","1.0","0.000789"
"2048","13.261973","39","1.0","0.000097"
"2049","13.262097","76","144.4","0.000124"
"2050","13.262171","39","24.0","0.000074"
"2051","13.262291","45","24.0","0.000120"
"2052","13.262364","39","24.0","0.000073"
"2053","13.262437","57","24.0","0.000073"
"2054","13.296406","823","6.0","0.033969"
"2055","13.303578","53","24.0","0.007172"
"2056","13.303665","39","24.0","0.000087"
"2057","13.308165","437","6.0","0.004500"
"2058","13.319056","53","24.0","0.010891"
"2059","13.319153","39","24.0","0.000097"
"2060","13.319641","53","24.0","0.000488"
"2061","13.319777","39","24.0","0.000136"
"2062","13.323886","169","6.0","0.004109"
"2063","13.334035","57","12.0","0.010149"
"2064","13.360277","823","6.0","0.026242"
"2065","13.361531","53","24.0","0.001254"
"2066","13.361613","53","6.0","0.000082"
"2067","13.361686","53","6.0","0.000073"
"2068","13.362305","53","1.0","0.000619"
"2069","13.363079","53","1.0","0.000774"
"2070","13.363812","53","1.0","0.000733"
"2071","13.364645","53","1.0","0.000833"
"2072","13.366830","286","1.0","0.002185"
"2073","13.367240","53","1.0","0.000410"
"2074","13.367539","39","1.0","0.000299"
"2075","13.382405","53","1.0","0.014866"
"2076","13.382486","39","1.0","0.000081"
"2077","13.410541","437","6.0","0.028055"
"2078","13.424321","823","6.0","0.013780"
"2079","13.431710","53","1.0","0.007389"
"2080","13.432446","53","1.0","0.000736"
"2081","13.433183","53","1.0","0.000737"
"2082","13.434727","53","1.0","0.001544"
"2083","13.434826","39","1.0","0.000099"
"2084","13.437586","169","6.0","0.002760"
"2085","13.462364","53","1.0","0.024778"
"2086","13.463231","53","1.0","0.000867"
"2087","13.463882","53","1.0","0.000651"
"2088","13.464658","53","1.0","0.000776"
"2089","13.465415","53","1.0","0.000757"
"2090","13.466045","53","1.0","0.000630"
"2091","13.466810","53","1.0","0.000765"
"2092","13.467611","76","144.4","0.000801"
"2093","13.467691","76","144.4","0.000080"
"2094","13.467825","76","144.4","0.000134"
"2095","13.468049","76","86.7","0.000224"
"2096","13.468125","76","57.8","0.000076"
"2097","13.470512","286","1.0","0.002387"
"2098","13.472284","76","43.3","0.001772"
"2099","13.472366","39","12.0","0.000082"
"2100","13.479436","39","6.0","0.007070"
"2101","13.496247","823","6.0","0.016811"
"2102","13.534346","57","12.0","0.038099"
"2103","13.535110","57","6.0","0.000764"
"2104","13.551081","169","6.0","0.015971"
"2105","13.560213","823","6.0","0.009132"
"2106","13.566122","286","1.0","0.005909"
"2107","13.567188","126","1.0","0.001066"
"2108","13.568089","107","1.0","0.000901"
"2109","13.569293","126","1.0","0.001204"
"2110","13.615431","437","6.0","0.046138"
"2111","13.624374","823","6.0","0.008943"
"2112","13.663110","39","6.0","0.038736"
"2113","13.669131","286","1.0","0.006021"
"2114","13.688313","823","6.0","0.019182"
"2115","13.717859","437","6.0","0.029546"
"2116","13.736578","57","6.0","0.018719"
"2117","13.752288","823","6.0","0.015710"
"2118","13.770847","286","1.0","0.018559"
"2119","13.776858","169","6.0","0.006011"
"2120","13.820032","437","6.0","0.043174"
"2121","13.824165","823","6.0","0.004133"
"2122","13.845672","39","6.0","0.021507"
"2123","13.873513","286","1.0","0.027841"
"2124","13.875564","221","1.0","0.002051"
"2125","13.876665","126","1.0","0.001101"
"2126","13.877794","123","1.0","0.001129"
"2127","13.888369","823","6.0","0.010575"
"2128","13.889620","169","6.0","0.001251"
"2129","13.910007","39","24.0","0.020387"
"2130","13.922550","437","6.0","0.012543"
"2131","13.936059","57","6.0","0.013509"
"2132","13.954080","823","6.0","0.018021"
"2133","13.976512","286","1.0","0.022432"
"2134","14.002327","169","6.0","0.025815"
"2135","14.016102","823","6.0","0.013775"
"2136","14.025128","437","6.0","0.009026"
"2137","14.026832","39","6.0","0.001704"
"2138","14.078321","286","1.0","0.051489"
"2139","14.080184","823","6.0","0.001863"
"2140","14.114892","169","6.0","0.034708"
"2141","14.127424","437","6.0","0.012532"
"2142","14.136685","57","6.0","0.009261"
"2143","14.152378","823","6.0","0.015693"
"2144","14.180605","286","1.0","0.028227"
"2145","14.181612","126","1.0","0.001007"
"2146","14.182748","126","1.0","0.001136"
"2147","14.216402","823","6.0","0.033654"
"2148","14.227703","169","6.0","0.011301"
"2149","14.280268","823","6.0","0.052565"
"2150","14.282872","287","1.0","0.002604"
"2151","14.332139","437","6.0","0.049267"
"2152","14.337020","57","6.0","0.004881"
"2153","14.340944","169","6.0","0.003924"
"2154","14.344189","823","6.0","0.003245"
"2155","14.362829","39","24.0","0.018640"
"2156","14.385425","287","1.0","0.022596"
"2157","14.408035","823","6.0","0.022610"
"2158","14.434553","437","6.0","0.026518"
"2159","14.454803","169","6.0","0.020250"
"2160","14.480184","823","6.0","0.025381"
"2161","14.487731","287","1.0","0.007547"
"2162","14.488836","126","1.0","0.001105"
"2163","14.492584","76","144.4","0.003748"
"2164","14.492682","39","24.0","0.000098"
"2165","14.492755","45","24.0","0.000073"
"2166","14.492828","39","24.0","0.000073"
"2167","14.492901","255","144.4","0.000073"
"2168","14.493022","57","24.0","0.000121"
"2169","14.536941","437","6.0","0.043919"
"2170","14.537046","53","24.0","0.000105"
"2171","14.537120","39","24.0","0.000074"
"2172","14.537243","57","6.0","0.000123"
"2173","14.545148","53","24.0","0.007905"
"2174","14.545245","39","24.0","0.000097"
"2175","14.546648","823","6.0","0.001403"
"2176","14.555586","76","130.0","0.008938"
"2177","14.555668","39","24.0","0.000082"
"2178","14.567966","169","6.0","0.012298"
"2179","14.580601","39","6.0","0.012635"
"2180","14.590108","287","1.0","0.009507"
"2181","14.590213","76","130.0","0.000105"
"2182","14.590288","39","24.0","0.000075"
"2183","14.590415","45","24.0","0.000127"
"2184","14.590488","39","24.0","0.000073"
"2185","14.590561","255","130.0","0.000073"
"2186","14.590634","57","24.0","0.000073"
"2187","14.608319","823","6.0","0.017685"
"2188","14.631913","53","24.0","0.023594"
"2189","14.632011","39","24.0","0.000098"
"2190","14.639430","437","6.0","0.007419"
"2191","14.662125","53","24.0","0.022695"
"2192","14.662223","39","24.0","0.000098"
"2193","14.662297","76","130.0","0.000074"
"2194","14.662370","39","24.0","0.000073"
"2195","14.672038","823","6.0","0.009668"
"2196","14.680560","169","6.0","0.008522"
"2197","14.692588","287","1.0","0.012028"
"2198","14.702925","76","130.0","0.010337"
"2199","14.703008","39","24.0","0.000083"
"2200","14.703081","45","24.0","0.000073"
"2201","14.703155","255","130.0","0.000074"
"2202","14.703228","57","24.0","0.000073"
"2203","14.735620","823","6.0","0.032392"
"2204","14.737626","57","6.0","0.002006"
"2205","14.741761","437","6.0","0.004135"
"2206","14.745538","53","24.0","0.003777"
"2207","14.745636","39","24.0","0.000098"
"2208","14.763188","39","6.0","0.017552"
"2209","14.766939","53","24.0","0.003751"
"2210","14.767021","39","24.0","0.000082"
"2211","14.767095","76","130.0","0.000074"
"2212","14.767215","39","24.0","0.000120"
"2213","14.794986","287","1.0","0.027771"
"2214","14.795091","169","6.0","0.000105"
"2215","14.797198","230","1.0","0.002107"
"2216","14.798166","126","1.0","0.000968"
"2217","14.800210","230","1.0","0.002044"
"2218","14.801370","823","6.0","0.001160"
"2219","14.803368","230","1.0","0.001998"
"2220","14.804593","126","1.0","0.001225"
"2221","14.844286","437","6.0","0.039693"
"2222","14.872045","823","6.0","0.027759"
"2223","14.898119","287","1.0","0.026074"
"2224","14.906688","169","6.0","0.008569"
"2225","14.936675","823","6.0","0.029987"
"2226","14.939213","57","6.0","0.002538"
"2227","14.946557","437","6.0","0.007344"
"2228","14.968765","1410","54.0","0.022208"
"2229","15.001893","287","1.0","0.033128"
"2230","15.003073","823","6.0","0.001180"
"2231","15.019327","169","6.0","0.016254"
"2232","15.027665","39","24.0","0.008338"
"2233","15.031484","45","24.0","0.003819"
"2234","15.033841","39","24.0","0.002357"
"2235","15.063962","823","6.0","0.030121"
"2236","15.102475","287","1.0","0.038513"
"2237","15.110545","277","1.0","0.008070"
"2238","15.129584","823","6.0","0.019039"
"2239","15.135000","169","6.0","0.005416"
"2240","15.138458","57","6.0","0.003458"
"2241","15.151337","437","6.0","0.012879"
"2242","15.200251","823","6.0","0.048914"
"2243","15.204546","287","1.0","0.004295"
"2244","15.230707","292","1.0","0.026161"
"2245","15.244766","169","6.0","0.014059"
"2246","15.264028","823","6.0","0.019262"
"2247","15.306793","287","1.0","0.042765"
"2248","15.328202","823","6.0","0.021409"
"2249","15.338924","57","6.0","0.010722"
"2250","15.356140","437","6.0","0.017216"
"2251","15.357631","169","6.0","0.001491"
"2252","15.392230","823","6.0","0.034599"
"2253","15.409354","287","1.0","0.017124"
"2254","15.410721","126","1.0","0.001367"
"2255","15.411898","126","1.0","0.001177"
"2256","15.412945","107","1.0","0.001047"
"2257","15.435647","292","1.0","0.022702"
"2258","15.458552","437","6.0","0.022905"
"2259","15.470435","169","6.0","0.011883"
"2260","15.497979","39","6.0","0.027544"
"2261","15.511654","287","1.0","0.013675"
"2262","15.527968","823","6.0","0.016314"
"2263","15.539904","57","6.0","0.011936"
"2264","15.560857","437","6.0","0.020953"
"2265","15.582794","169","6.0","0.021937"
"2266","15.593796","823","6.0","0.011002"
"2267","15.614275","287","1.0","0.020479"
"2268","15.695751","169","6.0","0.081476"
"2269","15.716673","287","1.0","0.020922"
"2270","15.717679","126","1.0","0.001006"
"2271","15.717826","39","24.0","0.000147"
"2272","15.722646","823","6.0","0.004820"
"2273","15.722744","154","72.2","0.000098"
"2274","15.722817","154","72.2","0.000073"
"2275","15.739285","39","24.0","0.016468"
"2276","15.740146","57","6.0","0.000861"
"2277","15.765654","437","6.0","0.025508"
"2278","15.766155","76","130.0","0.000501"
"2279","15.766235","39","24.0","0.000080"
"2280","15.766309","45","24.0","0.000074"
"2281","15.766464","39","24.0","0.000155"
"2282","15.766537","181","130.0","0.000073"
"2283","15.766610","181","130.0","0.000073"
"2284","15.766685","150","130.0","0.000075"
"2285","15.766758","154","130.0","0.000073"
"2286","15.766831","57","24.0","0.000073"
"2287","15.770350","53","24.0","0.003519"
"2288","15.770431","39","24.0","0.000081"
"2289","15.770907","53","24.0","0.000476"
"2290","15.770988","39","24.0","0.000081"
"2291","15.771509","53","24.0","0.000521"
"2292","15.771590","39","24.0","0.000081"
"2293","15.772106","53","24.0","0.000516"
"2294","15.772187","39","24.0","0.000081"
"2295","15.785509","823","6.0","0.013322"
"2296","15.790292","45","24.0","0.004783"
"2297","15.790373","39","24.0","0.000081"
"2298","15.790446","57","24.0","0.000073"
"2299","15.790572","45","24.0","0.000126"
"2300","15.790645","39","6.0","0.000073"
"2301","15.790717","57","6.0","0.000072"
"2302","15.791190","45","24.0","0.000473"
"2303","15.791272","39","6.0","0.000082"
"2304","15.791357","57","6.0","0.000085"
"2305","15.791482","45","24.0","0.000125"
"2306","15.791555","39","24.0","0.000073"
"2307","15.791665","154","130.0","0.000110"
"2308","15.791741","57","24.0","0.000076"
"2309","15.792192","45","24.0","0.000451"
"2310","15.792267","39","24.0","0.000075"
"2311","15.792341","154","144.4","0.000074"
"2312","15.792414","57","24.0","0.000073"
"2313","15.809116","169","6.0","0.016702"
"2314","15.810086","53","24.0","0.000970"
"2315","15.810183","39","24.0","0.000097"
"2316","15.818867","286","1.0","0.008684"
"2317","15.850568","53","24.0","0.031701"
"2318","15.850695","53","6.0","0.000127"
"2319","15.850768","53","6.0","0.000073"
"2320","15.854694","53","1.0","0.003926"
"2321","15.854841","39","1.0","0.000147"
"2322","15.856474","823","6.0","0.001633"
"2323","15.871048","437","6.0","0.014574"
"2324","15.894665","53","1.0","0.023617"
"2325","15.894802","39","1.0","0.000137"
"2326","15.920073","823","6.0","0.025271"
"2327","15.922453","286","1.0","0.002380"
